Tweets,category,misogyny,target,HS
@yumnafawaz من شتم.  ومن. اهان. اي. شخص. هو يمثل نفسه فقط. طرابلس. مدينة. العيش المشترك. والاخلاق والروح. الوطنية,none,none,none,0
@berrynawal يسلم تمك,none,none,none,0
@yumnafawaz بلا ما تفسري مين عم تشرجي التلفون او من اين كل هذه الموائد الشي واضح وكلنا منعرف من اين لكم هذا,none,none,none,0
@DimaSadek اجري فيك شو انك حيوانة بس...الحيوان انظف منك.. الهي يفقعك جلطة تاخدك و تريحنا من قرفك. انت الوحيدة اللي بفرح لما سبها.,derailing,misogyny,active,1
RT @Fadak11118481: @DimaSadek حرام بشفق عليكي كنت اسمع انك فاضية عذرا من كلمتي بس ما كنت صدق لان بنظري انه لو خالفني الرأي احدهم ولكن بيبقى…,none,none,none,0
"@DimaSadek تافهة منحطة وبايخة 
#لعبي_عقدك",discredit,misogyny,active,1
@HassanRamlawi @DimaSadek الله يحميلك عيلتك,none,none,none,0
@DimaSadek منعرف انك معاقة و هلق تاكدنا انك طرشا,stereotyping & objectification,misogyny,active,1
@yumnafawaz @joemaalouftv ما رايحه تكمل فرحتك ابقي تذكريني بعد بكرا,none,none,none,0
@REA361291 @DimaSadek وحدة وطنحية(عاملة حالها بتحب الوطن) وزوجها تخلى عن الجنسية اللبنانية. تفه على شرفك وشرفه.,discredit,misogyny,active,1
@DimaSadek لبنان مش سوريا يا غبية,discredit,misogyny,active,1
@DimaSadek موتي بغيظك يامتصهينة �,damning,misogyny,active,1
@yumnafawaz @rabiazayyat هلق توصيفك لهالورقة نابع عن عصارة فهمك ؟ بس لنعرف عمق تفكير البعض ��‍♂️�,none,none,none,0
@DimaSadek @LBCI_NEWS @JeanFeghali المجد والسلام للبنان شعباً وجيشاً ����,none,none,none,0
@DimaSadek ههههههه لماذا البكاء ياثوريه يام الاخلاق �,none,none,none,0
@DimaSadek @AhmadBallout15 ٧ ايار الجايي لازم يسحبوك من شعرك بلكي بتصيري  تفهمي,threat of violence,misogyny,active,1
@medhat_gh1 @DimaSadek كل صادق علية الوقوف مع ديماصادق الله يحميهامن سرورهم,none,none,none,0
@DimaSadek #الرئيس_القادم_جبران_باسيل غصبن عنك يا شرشوحة,discredit,misogyny,active,1
@berrynawal بتمسحي جوخ منيح ...,none,none,none,0
@yumnafawaz اصمتي يا ام نص لسان,stereotyping & objectification,misogyny,active,1
@DimaSadek الله يلعن شرفك وشرف لي علمك . انت وحدي عم تلعبي بي دمك من شان المصاري عم يدفعولك مش شبعاني بعدك . حزب ال… https://t.co/YlE5ONeDMQ,damning,misogyny,active,1
@yumnafawaz هو لو في بلد وقضاء كان لازم انتي واذاعتك على المحكمة بتهم تحريض واثارة الفتنة في لبنان,none,none,none,0
@YazbekWehbe @DimaSadek خرا عليك وعلى @DimaSadek,discredit,misogyny,active,1
@DimaSadek عزيزتي ديما! صرت أعشقك ❤,none,none,none,0
@DimaSadek انتي بالذات كلي خرا,discredit,misogyny,active,1
#كلنا_ديما_صادق لأن #نصرالله_واحد_منهن ���بس هيك @DimaSadek,none,none,none,0
@HadiiiHammoud @DimaSadek الكلمة المناسبة في المكان المناسب,none,none,none,0
@kwack_b @DimaSadek العمى شو جاهلة,discredit,misogyny,active,1
@DimaSadek تيتا ديما يا هلا انتي المثال الأعلى عن اللبنانية يلي بيحكوا بدون ما يفهموا شو عم يحكوا,none,none,none,0
"نانسي السبع صارت القصة عندا كمين ومحاور و حفرة مدري مين وقع فيها
بعد كلمة السيد أكيد الاعلام المأجور بدو يحرض اللهم… https://t.co/WWhdEJVzDD",none,none,none,0
@saraahmad19850 @hadi81mansour @DimaSadek #الدواعش_ينبحون,none,none,none,0
@yumnafawaz في مثل هذه الحالات يبرز مواقف انسانية تدل على ضعف الانسان ومدى تأخره عن فهم الحقيقة التي لم تزل بعيدة عن ادراك العقل البشري .,none,none,none,0
@berrynawal @CharbelGhsoub وين الاثبات يا نوال,none,none,none,0
@DimaSadek الله يلعنك صهيونيه,damning,misogyny,active,1
@DimaSadek السيد حسن نصر الله صرمايتو أشرف منك و منون يا ديما صادق,dominance,misogyny,active,1
@berrynawal نوال حكيلنا مع إبن عمك بركي بحللنا  مجلس النواب وخلي يعطيهم اجازات طويلة,none,none,none,0
"@DimaSadek نرجع لبلدنا... حبيبتي ما هوي البلد إلنا
لبقدم ولادو شهدا فدا البلد ان كان ضد محاربة داعش او اسرائيل شو ب… https://t.co/l97fiC19nD",none,none,none,0
@DimaSadek الحاقد اعمى وانت حاقدة ع هبل�,discredit,misogyny,active,1
@DimaSadek مش قاهرك الا العونيه انت �� شو وقحه لو  بتعيرينا سكوتك  بليز شو بكون افضل �,discredit,misogyny,active,1
@DimaSadek نضبي يا فتانة نضبي يا #ديما_الواطية,discredit,misogyny,active,1
@berrynawal من الصحفيات العبقريات !!!!,none,none,none,0
"لو فعلا تغيرت عقلية الحكومة بالادارة كان اول شي عملوه هو اقالة كافة ما يطلق عليهم لقب ""وزير دولة"" @walidjoumblatt… https://t.co/myhwYhOsWU",none,none,none,0
@DimaSadek الطرقات بدها تفتح غص من عن لي خلفك يا بنت الجزمة,discredit,misogyny,active,1
@DimaSadek ولا تهتمي ديما. صرمايتك برأسهم,none,none,none,0
@yumnafawaz شو فقيرة وقلبك على الغلابة.,none,none,none,0
@Jessicaazar انت كيف بتحترمي حالك و بترددي هيك جماة معيبة بحق المرأة اولا ووالدة وزير تانيا... ان هيدي ام!!!! اذا عندك ام,none,none,none,0
@DimaSadek خلص خرسي,discredit,misogyny,active,1
@aya_atat_ @DimaSadek السيد تحت رجلي,none,none,none,0
@DimaSadek وحده بلا أخلاق حقق سرماية,discredit,misogyny,active,1
@Nisso_andro @DimaSadek خسارة بنت كلب,discredit,misogyny,active,1
@yumnafawaz عنجد صايرة تافهة و انفضحت عالتقيل كيف منحازة,discredit,misogyny,active,1
@DimaSadek مسكينة يا ديما تمسحتي شي بينفخ فيكي وشي بيبزق عليكي طز فيكي على هالاخرة,discredit,misogyny,active,1
@DimaSadek من أراد أن يعرف أخلاق  الحزب (الذي نسب نفسه الى الله) فليقرأ للمعلقين من أتباعه,none,none,none,0
@Jessicaazar اشتقنالك جيسيكا مش عم نشوفك كتير ❤,none,none,none,0
@nisrineangela @NicoleHajal هيدي جاهلة اصلا قراية ما بتعرف تقرا .. وشحتوا من قناة الحرة,discredit,misogyny,active,1
@AristoRita @DimaSadek اشتاقت للبهدلة,derailing,misogyny,active,1
@DimaSadek اخت ديما ذكري السيد أبو رميا عن الجمع بين الوزارة والنيابة هيدا الوعد مثل عن كل اقوالهم صح,none,none,none,0
@DimaSadek عادي لانك حرة ولأنهم عبيد..,none,none,none,0
"@berrynawal ست نوال انت أيقونة الثورة  وأعظم الاعلاميين
كلام من ذهب",none,none,none,0
@najd25449377 @DimaSadek @LBCI_NEWS لو الهبل بوجع لصرخت انت الى ما لا نهاية,discredit,misogyny,active,1
@DimaSadek يا بهيمة شو الخلل اللي صار او المهم بدك تنهقي يقطع عمرك مين بين هالاعلاميين شو منحطة,discredit,misogyny,active,1
@DimaSadek تافهة وراح تضلك تافهة,discredit,misogyny,active,1
"RT @abedgsayed: @Jessicaazar نحنا على الأرض بطرابلس، نحنا الجيل الجديد و الشباب، مطلبنا الأساسي..

""انِّك ما تحكي بإسمنا لأنك ما بتمثلينا""",none,none,none,0
@AAroma123 @DimaSadek طولي بالك تعصبيش عالصبح,none,none,none,0
@DimaSadek إسمو سماحة السيد حسن نصرالله يا #ديما_الوطية,discredit,misogyny,active,1
@DimaSadek شو رخيصة يا ديما,discredit,misogyny,active,1
@DimaSadek بس ما شفناك تحت يا بنت الثورة,none,none,none,0
@DanielKaraki @DimaSadek سدي بوزك يا بنت الكلب يا واطية يا كركوبة يا كرخمي يا زقاقية، الله يلعن الي جابتك ريتا جابت كلبة جعارية ولا جابتك,discredit,misogyny,active,1
@yumnafawaz فشرتي ياعميله ياام نص لسان,discredit,misogyny,active,1
@DimaSadek @LBCI_NEWS مدام ديما بدي أسئلك اذا حدى عم يناصر قاتل هل هذا رأي ولا شو ، انا عم بسئل بشكل عام ولا بعرف ع… https://t.co/8tRCXZLp0C,none,none,none,0
"@DimaSadek ، طرابلس عروس الثورة وعروس لبنان ، 
وإنت يا عروس نوّرتِ طرابلس يا بطلة لبنان.",none,none,none,0
@DimaSadek يا حمارة يا سطله ما بتفهمي عربي ، سماحة الأمين العام تاج رأسك قال لن يسقط العهد ، جايبي العار لبلدتك الخيام ، تفه يا شاضومه,discredit,misogyny,active,1
@berrynawal اي شكلك حابة تاكلي شي عصاية من شباب الخندق يلا ع طريق جاينك ����,threat of violence,misogyny,active,1
@DimaSadek ما حدا غيركن عم بيعلم الشعب على قلة الاخلاق,none,none,none,0
@hassanmel1995 @DimaSadek ناقصنا امت يا مشاية تحكي هون هيدا الناقص,dominance,misogyny,active,1
@DimaSadek شو خص الضاحية يا وسخة,discredit,misogyny,active,1
@DimaSadek يوم الخميس الماضي غادرت ديما منزلها الزوجي الكائن في بيروت لتركب موتسيلات وتهرج على الشاشات وتتسكع في الطرقات,none,none,none,0
@DimaSadek انت راسك بدو تكسبر يا محرضة انت خرسي وخليكي بقرفك ببيروت ديما صادق اوسخ عالم,threat of violence,misogyny,active,1
@berrynawal أصيلة و بنت أصل يا @berrynawal  و فعلاً أثبتي أنكِ وفية للبنان الله يحميكي و يحمي شيخ @saadhariri,none,none,none,0
@yumnafawaz ست يمنى ، إذا الكلام المسيء له تبعاته القانونية بهالأيام كتار لازم يتحاسبوا وخصوصا من هم في الساحات.,none,none,none,0
"RT @al_prince313: نانسي السبع 
طلعت اوسخ من بقية المذيعين ع شباب الحزب

مدري مقهوره او مفزوره 
المهم عم تنط سم كانت مستنفره �� https://t.co…",discredit,misogyny,active,1
"@DimaSadek خليكي حرضي 
واطية 
يا واطية",discredit,misogyny,active,1
@FouhoudLebanon @NicoleHajal @amanie_geha جيبي موافقة من بكركي والمفتي وانا بمشي معك,none,none,none,0
"@hozefa8143 @abdulbasit2019 @DimaSadek إذا فهمت هذا من كلامي
فهذا عقلك
وأنت حر به .",none,none,none,0
"@DimaSadek Dima
الله يقويكي ولا تتاثري لو قدر ذرة هذه أنفس مريضة وعلاجها صعب",none,none,none,0
@newjabha1 @DimaSadek معروف اديش حقك خلص خرسي بقا,discredit,misogyny,active,1
@yumnafawaz أو تكوني مأجورة ومدفعلك..,none,none,none,0
"@DimaSadek
كلنا معك
#لبنان_ينتفص
#نصر_الله_واحد_منهن
#كلنا_ديما_صادق",none,none,none,0
"@JosephHusseini @berrynawal الله يحمي ال MTV وكل المراسلين و خصوصاً  @berrynawal والمصور خليل عقيقي
وباقي المراسلين… https://t.co/94PhDe7IsL",none,none,none,0
@DimaSadek يقبرك انشالله,damning,misogyny,active,1
@yumnafawaz براڤو و كلنا رح ننزل معكن ما حدا يبقى بالبيت,none,none,none,0
